Identifier,Setup,Key,Value,Cut,Position
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,COMBINED,Az,360°,1/40th,range till
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,COMBINED,Ne,1e3.2 / 1e4.8,1/40th,range from
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,COMBINED,Ne,1.0e9,1/40th,range till
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,COMBINED,Nmu,1000,1/40th,range from
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,COMBINED,Nmu,1.9e9,1/40th,range till
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,COMBINED,Age,0.15,1/40th,range from
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,COMBINED,Age,1.48,1/40th,range till
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,GENERAL,T,-20 °,1/40th,range from
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,GENERAL,T,+50°,1/40th,range till
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,GENERAL,P,960,1/40th,range from
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,GENERAL,P,1040 hPa,1/40th,range till
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,GENERAL,Gt,"1,078,737,917",1/40th,range from
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,GENERAL,Gt,"1,288,855,193",1/40th,range till
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,GENERAL,Mt,0,1/40th,range from
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,GENERAL,Mt,"999,999,999",1/40th,range till
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,GENERAL,DateTime,08-03-04,1/40th,range from
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,GENERAL,DateTime,04-11-10,1/40th,range till
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,GENERAL,R,4775,1/40th,range from
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,GENERAL,R,7039,1/40th,range till
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,GENERAL,Ev,1,1/40th,range from
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,GENERAL,Ev,"4,100,000",1/40th,range till
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,GENERAL,UUID,,1/40th,
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,GENERAL,EDeposit,0.0,1/40th,range from
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,GENERAL,EDeposit,"30,000.0 MeV",1/40th,range till
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,GENERAL,MDeposit,0.0,1/40th,range from
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,GENERAL,MDeposit,1000.0 MeV,1/40th,range till
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,GENERAL,GDeposit,0.0,1/40th,range from
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,GENERAL,GDeposit,"100,000.0 MeV",1/40th,range till
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,GENERAL,Arrival,-1550.0,1/40th,range from
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,GENERAL,Arrival,2550.0 ns,1/40th,range till
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,GENERAL,GArrival,1000.0,1/40th,range from
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,GENERAL,GArrival,"10,000.0",1/40th,range till
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,GENERAL,Height,0,,range from
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,GENERAL,Height,60 μV/m/MHz,,range till
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,GENERAL,Distance,ms,,
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,GENERAL,EnvelopTime,0,,range from
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,GENERAL,EnvelopTime,800 ms,,range till
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,GENERAL,Polarization,NS or EW,,
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,LOPES,EfieldMaxAbs,0,,range from
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,LOPES,EfieldMaxAbs,"50,000 V/m",,range till
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,LOPES,AzL_EW_NS,0°,,range from
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,LOPES,AzL_EW_NS,360°,,range till
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,LOPES,ElL_EW_NS,0°,,range from
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,LOPES,ElL_EW_NS,360°,,range till
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,LOPES,CC_Height_EW_NS,0,,range from
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,LOPES,CC_Height_EW_NS,20 μV/m/MHz,,range till
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,LOPES,XHeight_EW_NS,0,,range from
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,LOPES,XHeight_EW_NS,20 μV/m/MHz,,range till
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,LOPES,ConeAngle_EW_NS,0.0,,range from
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,LOPES,ConeAngle_EW_NS,"0,1 rad",,range till
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,LOPES,NCCBeanAnt_EW_NS,0,,range from
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,LOPES,NCCBeanAnt_EW_NS,30,,range till
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,LOPES,Eta_EW_NS,-0.04,,range from
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,LOPES,Eta_EW_NS,0.11 /m,,range till
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,LOPES,Eps_EW_NS,-0.04,,range from
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,LOPES,Eps_EW_NS,0.11 μV/m/MHz,,range till
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,LOPES,Geomag_Angle,0,,range from
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,LOPES,Geomag_Angle,120 °,,range till
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,LOPES,Geomag_AngleG,0,,range from
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,LOPES,Geomag_AngleG,120 °,,range till
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,LOPES,Reconstruction,65 or 71,,
COMBINED_SmallDataSample_wA_runs_4775-7039_ROOT,LOPES,LopesCompID,0 or 1,,
COMBINED_LOPES_nA_runs_5534-6821_ASCII,COMBINED,E,10^15,full range,range from
COMBINED_LOPES_nA_runs_5534-6821_ASCII,COMBINED,E,10^19 eV,full range,range till
COMBINED_LOPES_nA_runs_5534-6821_ASCII,COMBINED,Xc,-500,full range,range from
COMBINED_LOPES_nA_runs_5534-6821_ASCII,COMBINED,Xc,+91 m,full range,range till
COMBINED_LOPES_nA_runs_5534-6821_ASCII,COMBINED,Yc,-550,full range,range from
COMBINED_LOPES_nA_runs_5534-6821_ASCII,COMBINED,Yc,+91 m,full range,range till
COMBINED_LOPES_nA_runs_5534-6821_ASCII,COMBINED,Ze,0°,full range,range from
COMBINED_LOPES_nA_runs_5534-6821_ASCII,COMBINED,Ze,30°,full range,range till
COMBINED_LOPES_nA_runs_5534-6821_ASCII,COMBINED,Az,0°,full range,range from
COMBINED_LOPES_nA_runs_5534-6821_ASCII,COMBINED,Az,360°,full range,range till
COMBINED_LOPES_nA_runs_5534-6821_ASCII,COMBINED,Ne,1e3.2 / 1e4.8,full range,range from
COMBINED_LOPES_nA_runs_5534-6821_ASCII,COMBINED,Ne,1.0e9,full range,range till
COMBINED_LOPES_nA_runs_5534-6821_ASCII,COMBINED,Nmu,1000,full range,range from
COMBINED_LOPES_nA_runs_5534-6821_ASCII,COMBINED,Nmu,1.9e9,full range,range till
COMBINED_LOPES_nA_runs_5534-6821_ASCII,COMBINED,Age,0.15,full range,range from
COMBINED_LOPES_nA_runs_5534-6821_ASCII,COMBINED,Age,1.48,full range,range till
COMBINED_LOPES_nA_runs_5534-6821_ASCII,GENERAL,T,-20 °,full range,range from
COMBINED_LOPES_nA_runs_5534-6821_ASCII,GENERAL,T,+50°,full range,range till
COMBINED_LOPES_nA_runs_5534-6821_ASCII,GENERAL,P,960,full range,range from
COMBINED_LOPES_nA_runs_5534-6821_ASCII,GENERAL,P,1040 hPa,full range,range till
COMBINED_LOPES_nA_runs_5534-6821_ASCII,GENERAL,Gt,"1,078,737,917",full range,range from
COMBINED_LOPES_nA_runs_5534-6821_ASCII,GENERAL,Gt,"1,288,855,193",full range,range till
COMBINED_LOPES_nA_runs_5534-6821_ASCII,GENERAL,Mt,0,full range,range from
COMBINED_LOPES_nA_runs_5534-6821_ASCII,GENERAL,Mt,"999,999,999",full range,range till
COMBINED_LOPES_nA_runs_5534-6821_ASCII,GENERAL,DateTime,08-03-04,full range,range from
COMBINED_LOPES_nA_runs_5534-6821_ASCII,GENERAL,DateTime,04-11-10,full range,range till
COMBINED_LOPES_nA_runs_5534-6821_ASCII,GENERAL,R,5534,cut,range from
COMBINED_LOPES_nA_runs_5534-6821_ASCII,GENERAL,R,6821,cut,range till
COMBINED_LOPES_nA_runs_5534-6821_ASCII,GENERAL,Ev,1,full range,range from
COMBINED_LOPES_nA_runs_5534-6821_ASCII,GENERAL,Ev,"4,100,000",full range,range till
COMBINED_LOPES_nA_runs_5534-6821_ASCII,GENERAL,UUID,,full range,
COMBINED_LOPES_nA_runs_5534-6821_ASCII,LOPES,EfieldMaxAbs,0,,range from
COMBINED_LOPES_nA_runs_5534-6821_ASCII,LOPES,EfieldMaxAbs,"50,000 V/m",,range till
COMBINED_LOPES_nA_runs_5534-6821_ASCII,LOPES,AzL_EW_NS,0°,,range from
COMBINED_LOPES_nA_runs_5534-6821_ASCII,LOPES,AzL_EW_NS,360°,,range till
COMBINED_LOPES_nA_runs_5534-6821_ASCII,LOPES,ElL_EW_NS,0°,,range from
COMBINED_LOPES_nA_runs_5534-6821_ASCII,LOPES,ElL_EW_NS,360°,,range till
COMBINED_LOPES_nA_runs_5534-6821_ASCII,LOPES,CC_Height_EW_NS,0,,range from
COMBINED_LOPES_nA_runs_5534-6821_ASCII,LOPES,CC_Height_EW_NS,20 μV/m/MHz,,range till
COMBINED_LOPES_nA_runs_5534-6821_ASCII,LOPES,XHeight_EW_NS,0,,range from
COMBINED_LOPES_nA_runs_5534-6821_ASCII,LOPES,XHeight_EW_NS,20 μV/m/MHz,,range till
COMBINED_LOPES_nA_runs_5534-6821_ASCII,LOPES,ConeAngle_EW_NS,0.0,,range from
COMBINED_LOPES_nA_runs_5534-6821_ASCII,LOPES,ConeAngle_EW_NS,"0,1 rad",,range till
COMBINED_LOPES_nA_runs_5534-6821_ASCII,LOPES,NCCBeanAnt_EW_NS,0,,range from
COMBINED_LOPES_nA_runs_5534-6821_ASCII,LOPES,NCCBeanAnt_EW_NS,30,,range till
COMBINED_LOPES_nA_runs_5534-6821_ASCII,LOPES,Eta_EW_NS,-0.04,,range from
COMBINED_LOPES_nA_runs_5534-6821_ASCII,LOPES,Eta_EW_NS,0.11 /m,,range till
COMBINED_LOPES_nA_runs_5534-6821_ASCII,LOPES,Eps_EW_NS,-0.04,,range from
COMBINED_LOPES_nA_runs_5534-6821_ASCII,LOPES,Eps_EW_NS,0.11 μV/m/MHz,,range till
COMBINED_LOPES_nA_runs_5534-6821_ASCII,LOPES,Geomag_Angle,0,,range from
COMBINED_LOPES_nA_runs_5534-6821_ASCII,LOPES,Geomag_Angle,120 °,,range till
COMBINED_LOPES_nA_runs_5534-6821_ASCII,LOPES,Geomag_AngleG,0,,range from
COMBINED_LOPES_nA_runs_5534-6821_ASCII,LOPES,Geomag_AngleG,120 °,,range till
COMBINED_LOPES_nA_runs_5534-6821_ASCII,LOPES,Reconstruction,65 or 71,,
COMBINED_LOPES_nA_runs_5534-6821_ASCII,LOPES,LopesCompID,1 or 1,,
COMBINED_LOPES_nA_runs_5534-6821_HDF5,COMBINED,E,10^15,full range,range from
COMBINED_LOPES_nA_runs_5534-6821_HDF5,COMBINED,E,10^19 eV,full range,range till
COMBINED_LOPES_nA_runs_5534-6821_HDF5,COMBINED,Xc,-500,full range,range from
COMBINED_LOPES_nA_runs_5534-6821_HDF5,COMBINED,Xc,+91 m,full range,range till
COMBINED_LOPES_nA_runs_5534-6821_HDF5,COMBINED,Yc,-550,full range,range from
COMBINED_LOPES_nA_runs_5534-6821_HDF5,COMBINED,Yc,+91 m,full range,range till
COMBINED_LOPES_nA_runs_5534-6821_HDF5,COMBINED,Ze,0°,full range,range from
COMBINED_LOPES_nA_runs_5534-6821_HDF5,COMBINED,Ze,30°,full range,range till
COMBINED_LOPES_nA_runs_5534-6821_HDF5,COMBINED,Az,0°,full range,range from
COMBINED_LOPES_nA_runs_5534-6821_HDF5,COMBINED,Az,360°,full range,range till
COMBINED_LOPES_nA_runs_5534-6821_HDF5,COMBINED,Ne,1e3.2 / 1e4.8,full range,range from
COMBINED_LOPES_nA_runs_5534-6821_HDF5,COMBINED,Ne,1.0e9,full range,range till
COMBINED_LOPES_nA_runs_5534-6821_HDF5,COMBINED,Nmu,1000,full range,range from
COMBINED_LOPES_nA_runs_5534-6821_HDF5,COMBINED,Nmu,1.9e9,full range,range till
COMBINED_LOPES_nA_runs_5534-6821_HDF5,COMBINED,Age,0.15,full range,range from
COMBINED_LOPES_nA_runs_5534-6821_HDF5,COMBINED,Age,1.48,full range,range till
COMBINED_LOPES_nA_runs_5534-6821_HDF5,GENERAL,T,-20 °,full range,range from
COMBINED_LOPES_nA_runs_5534-6821_HDF5,GENERAL,T,+50°,full range,range till
COMBINED_LOPES_nA_runs_5534-6821_HDF5,GENERAL,P,960,full range,range from
COMBINED_LOPES_nA_runs_5534-6821_HDF5,GENERAL,P,1040 hPa,full range,range till
COMBINED_LOPES_nA_runs_5534-6821_HDF5,GENERAL,Gt,"1,078,737,917",full range,range from
COMBINED_LOPES_nA_runs_5534-6821_HDF5,GENERAL,Gt,"1,288,855,193",full range,range till
COMBINED_LOPES_nA_runs_5534-6821_HDF5,GENERAL,Mt,0,full range,range from
COMBINED_LOPES_nA_runs_5534-6821_HDF5,GENERAL,Mt,"999,999,999",full range,range till
COMBINED_LOPES_nA_runs_5534-6821_HDF5,GENERAL,DateTime,08-03-04,full range,range from
COMBINED_LOPES_nA_runs_5534-6821_HDF5,GENERAL,DateTime,04-11-10,full range,range till
COMBINED_LOPES_nA_runs_5534-6821_HDF5,GENERAL,R,5534,cut,range from
COMBINED_LOPES_nA_runs_5534-6821_HDF5,GENERAL,R,6821,cut,range till
COMBINED_LOPES_nA_runs_5534-6821_HDF5,GENERAL,Ev,1,full range,range from
COMBINED_LOPES_nA_runs_5534-6821_HDF5,GENERAL,Ev,"4,100,000",full range,range till
COMBINED_LOPES_nA_runs_5534-6821_HDF5,GENERAL,UUID,,full range,
COMBINED_LOPES_nA_runs_5534-6821_HDF5,LOPES,EfieldMaxAbs,0,,range from
COMBINED_LOPES_nA_runs_5534-6821_HDF5,LOPES,EfieldMaxAbs,"50,000 V/m",,range till
COMBINED_LOPES_nA_runs_5534-6821_HDF5,LOPES,AzL_EW_NS,0°,,range from
COMBINED_LOPES_nA_runs_5534-6821_HDF5,LOPES,AzL_EW_NS,360°,,range till
COMBINED_LOPES_nA_runs_5534-6821_HDF5,LOPES,ElL_EW_NS,0°,,range from
COMBINED_LOPES_nA_runs_5534-6821_HDF5,LOPES,ElL_EW_NS,360°,,range till
COMBINED_LOPES_nA_runs_5534-6821_HDF5,LOPES,CC_Height_EW_NS,0,,range from
COMBINED_LOPES_nA_runs_5534-6821_HDF5,LOPES,CC_Height_EW_NS,20 μV/m/MHz,,range till
COMBINED_LOPES_nA_runs_5534-6821_HDF5,LOPES,XHeight_EW_NS,0,,range from
COMBINED_LOPES_nA_runs_5534-6821_HDF5,LOPES,XHeight_EW_NS,20 μV/m/MHz,,range till
COMBINED_LOPES_nA_runs_5534-6821_HDF5,LOPES,ConeAngle_EW_NS,0.0,,range from
COMBINED_LOPES_nA_runs_5534-6821_HDF5,LOPES,ConeAngle_EW_NS,"0,1 rad",,range till
COMBINED_LOPES_nA_runs_5534-6821_HDF5,LOPES,NCCBeanAnt_EW_NS,0,,range from
COMBINED_LOPES_nA_runs_5534-6821_HDF5,LOPES,NCCBeanAnt_EW_NS,30,,range till
COMBINED_LOPES_nA_runs_5534-6821_HDF5,LOPES,Eta_EW_NS,-0.04,,range from
COMBINED_LOPES_nA_runs_5534-6821_HDF5,LOPES,Eta_EW_NS,0.11 /m,,range till
COMBINED_LOPES_nA_runs_5534-6821_HDF5,LOPES,Eps_EW_NS,-0.04,,range from
COMBINED_LOPES_nA_runs_5534-6821_HDF5,LOPES,Eps_EW_NS,0.11 μV/m/MHz,,range till
COMBINED_LOPES_nA_runs_5534-6821_HDF5,LOPES,Geomag_Angle,0,,range from
COMBINED_LOPES_nA_runs_5534-6821_HDF5,LOPES,Geomag_Angle,120 °,,range till
COMBINED_LOPES_nA_runs_5534-6821_HDF5,LOPES,Geomag_AngleG,0,,range from
COMBINED_LOPES_nA_runs_5534-6821_HDF5,LOPES,Geomag_AngleG,120 °,,range till
COMBINED_LOPES_nA_runs_5534-6821_HDF5,LOPES,Reconstruction,65 or 71,,
COMBINED_LOPES_nA_runs_5534-6821_HDF5,LOPES,LopesCompID,1 or 1,,
COMBINED_LOPES_nA_runs_5534-6821_ROOT,COMBINED,E,10^15,full range,range from
COMBINED_LOPES_nA_runs_5534-6821_ROOT,COMBINED,E,10^19 eV,full range,range till
COMBINED_LOPES_nA_runs_5534-6821_ROOT,COMBINED,Xc,-500,full range,range from
COMBINED_LOPES_nA_runs_5534-6821_ROOT,COMBINED,Xc,+91 m,full range,range till
COMBINED_LOPES_nA_runs_5534-6821_ROOT,COMBINED,Yc,-550,full range,range from
COMBINED_LOPES_nA_runs_5534-6821_ROOT,COMBINED,Yc,+91 m,full range,range till
COMBINED_LOPES_nA_runs_5534-6821_ROOT,COMBINED,Ze,0°,full range,range from
COMBINED_LOPES_nA_runs_5534-6821_ROOT,COMBINED,Ze,30°,full range,range till
COMBINED_LOPES_nA_runs_5534-6821_ROOT,COMBINED,Az,0°,full range,range from
COMBINED_LOPES_nA_runs_5534-6821_ROOT,COMBINED,Az,360°,full range,range till
COMBINED_LOPES_nA_runs_5534-6821_ROOT,COMBINED,Ne,1e3.2 / 1e4.8,full range,range from
COMBINED_LOPES_nA_runs_5534-6821_ROOT,COMBINED,Ne,1.0e9,full range,range till
COMBINED_LOPES_nA_runs_5534-6821_ROOT,COMBINED,Nmu,1000,full range,range from
COMBINED_LOPES_nA_runs_5534-6821_ROOT,COMBINED,Nmu,1.9e9,full range,range till
COMBINED_LOPES_nA_runs_5534-6821_ROOT,COMBINED,Age,0.15,full range,range from
COMBINED_LOPES_nA_runs_5534-6821_ROOT,COMBINED,Age,1.48,full range,range till
COMBINED_LOPES_nA_runs_5534-6821_ROOT,GENERAL,T,-20 °,full range,range from
COMBINED_LOPES_nA_runs_5534-6821_ROOT,GENERAL,T,+50°,full range,range till
COMBINED_LOPES_nA_runs_5534-6821_ROOT,GENERAL,P,960,full range,range from
COMBINED_LOPES_nA_runs_5534-6821_ROOT,GENERAL,P,1040 hPa,full range,range till
COMBINED_LOPES_nA_runs_5534-6821_ROOT,GENERAL,Gt,"1,078,737,917",full range,range from
COMBINED_LOPES_nA_runs_5534-6821_ROOT,GENERAL,Gt,"1,288,855,193",full range,range till
COMBINED_LOPES_nA_runs_5534-6821_ROOT,GENERAL,Mt,0,full range,range from
COMBINED_LOPES_nA_runs_5534-6821_ROOT,GENERAL,Mt,"999,999,999",full range,range till
COMBINED_LOPES_nA_runs_5534-6821_ROOT,GENERAL,DateTime,08-03-04,full range,range from
COMBINED_LOPES_nA_runs_5534-6821_ROOT,GENERAL,DateTime,04-11-10,full range,range till
COMBINED_LOPES_nA_runs_5534-6821_ROOT,GENERAL,R,5534,cut,range from
COMBINED_LOPES_nA_runs_5534-6821_ROOT,GENERAL,R,6821,cut,range till
COMBINED_LOPES_nA_runs_5534-6821_ROOT,GENERAL,Ev,1,full range,range from
COMBINED_LOPES_nA_runs_5534-6821_ROOT,GENERAL,Ev,"4,100,000",full range,range till
COMBINED_LOPES_nA_runs_5534-6821_ROOT,GENERAL,UUID,,full range,
COMBINED_LOPES_nA_runs_5534-6821_ROOT,LOPES,EfieldMaxAbs,0,,range from
COMBINED_LOPES_nA_runs_5534-6821_ROOT,LOPES,EfieldMaxAbs,"50,000 V/m",,range till
COMBINED_LOPES_nA_runs_5534-6821_ROOT,LOPES,AzL_EW_NS,0°,,range from
COMBINED_LOPES_nA_runs_5534-6821_ROOT,LOPES,AzL_EW_NS,360°,,range till
COMBINED_LOPES_nA_runs_5534-6821_ROOT,LOPES,ElL_EW_NS,0°,,range from
COMBINED_LOPES_nA_runs_5534-6821_ROOT,LOPES,ElL_EW_NS,360°,,range till
COMBINED_LOPES_nA_runs_5534-6821_ROOT,LOPES,CC_Height_EW_NS,0,,range from
COMBINED_LOPES_nA_runs_5534-6821_ROOT,LOPES,CC_Height_EW_NS,20 μV/m/MHz,,range till
COMBINED_LOPES_nA_runs_5534-6821_ROOT,LOPES,XHeight_EW_NS,0,,range from
COMBINED_LOPES_nA_runs_5534-6821_ROOT,LOPES,XHeight_EW_NS,20 μV/m/MHz,,range till
COMBINED_LOPES_nA_runs_5534-6821_ROOT,LOPES,ConeAngle_EW_NS,0.0,,range from
COMBINED_LOPES_nA_runs_5534-6821_ROOT,LOPES,ConeAngle_EW_NS,"0,1 rad",,range till
COMBINED_LOPES_nA_runs_5534-6821_ROOT,LOPES,NCCBeanAnt_EW_NS,0,,range from
COMBINED_LOPES_nA_runs_5534-6821_ROOT,LOPES,NCCBeanAnt_EW_NS,30,,range till
COMBINED_LOPES_nA_runs_5534-6821_ROOT,LOPES,Eta_EW_NS,-0.04,,range from
COMBINED_LOPES_nA_runs_5534-6821_ROOT,LOPES,Eta_EW_NS,0.11 /m,,range till
COMBINED_LOPES_nA_runs_5534-6821_ROOT,LOPES,Eps_EW_NS,-0.04,,range from
COMBINED_LOPES_nA_runs_5534-6821_ROOT,LOPES,Eps_EW_NS,0.11 μV/m/MHz,,range till
COMBINED_LOPES_nA_runs_5534-6821_ROOT,LOPES,Geomag_Angle,0,,range from
COMBINED_LOPES_nA_runs_5534-6821_ROOT,LOPES,Geomag_Angle,120 °,,range till
COMBINED_LOPES_nA_runs_5534-6821_ROOT,LOPES,Geomag_AngleG,0,,range from
COMBINED_LOPES_nA_runs_5534-6821_ROOT,LOPES,Geomag_AngleG,120 °,,range till
COMBINED_LOPES_nA_runs_5534-6821_ROOT,LOPES,Reconstruction,65 or 71,,
COMBINED_LOPES_nA_runs_5534-6821_ROOT,LOPES,LopesCompID,1 or 1,,
KASCADE_HighEnergyData_runs_0877-7417_ASCII,KASCADE,E,10^15.7,cut,range from
KASCADE_HighEnergyData_runs_0877-7417_ASCII,KASCADE,E,10^19 eV,cut,range till
KASCADE_HighEnergyData_runs_0877-7417_ASCII,KASCADE,Xc,-91,full range,range from
KASCADE_HighEnergyData_runs_0877-7417_ASCII,KASCADE,Xc,+91 m,full range,range till
KASCADE_HighEnergyData_runs_0877-7417_ASCII,KASCADE,Yc,-91,full range,range from
KASCADE_HighEnergyData_runs_0877-7417_ASCII,KASCADE,Yc,+91 m,full range,range till
KASCADE_HighEnergyData_runs_0877-7417_ASCII,KASCADE,Ze,0°,full range,range from
KASCADE_HighEnergyData_runs_0877-7417_ASCII,KASCADE,Ze,60°,full range,range till
KASCADE_HighEnergyData_runs_0877-7417_ASCII,KASCADE,Az,0°,full range,range from
KASCADE_HighEnergyData_runs_0877-7417_ASCII,KASCADE,Az,360°,full range,range till
KASCADE_HighEnergyData_runs_0877-7417_ASCII,KASCADE,Ne,100,full range,range from
KASCADE_HighEnergyData_runs_0877-7417_ASCII,KASCADE,Ne,"500,000,000",full range,range till
KASCADE_HighEnergyData_runs_0877-7417_ASCII,KASCADE,Nmu,100,full range,range from
KASCADE_HighEnergyData_runs_0877-7417_ASCII,KASCADE,Nmu,"50,000,000",full range,range till
KASCADE_HighEnergyData_runs_0877-7417_ASCII,KASCADE,Age,0.1,full range,range from
KASCADE_HighEnergyData_runs_0877-7417_ASCII,KASCADE,Age,1.48,full range,range till
KASCADE_HighEnergyData_runs_0877-7417_ASCII,CALORIMETER,Nhad,0,full range,range from
KASCADE_HighEnergyData_runs_0877-7417_ASCII,CALORIMETER,Nhad,511,full range,range till
KASCADE_HighEnergyData_runs_0877-7417_ASCII,CALORIMETER,Ehad,"0, 1010",full range,range from
KASCADE_HighEnergyData_runs_0877-7417_ASCII,CALORIMETER,Ehad,1016 eV,full range,range till
KASCADE_HighEnergyData_runs_0877-7417_ASCII,GRANDE,Xc,-500,full range,range from
KASCADE_HighEnergyData_runs_0877-7417_ASCII,GRANDE,Xc,+100 m,full range,range till
KASCADE_HighEnergyData_runs_0877-7417_ASCII,GRANDE,Yc,-600,full range,range from
KASCADE_HighEnergyData_runs_0877-7417_ASCII,GRANDE,Yc,+ 100 m,full range,range till
KASCADE_HighEnergyData_runs_0877-7417_ASCII,GRANDE,Ze,0°,full range,range from
KASCADE_HighEnergyData_runs_0877-7417_ASCII,GRANDE,Ze,40°,full range,range till
KASCADE_HighEnergyData_runs_0877-7417_ASCII,GRANDE,Az,0°,full range,range from
KASCADE_HighEnergyData_runs_0877-7417_ASCII,GRANDE,Az,360°,full range,range till
KASCADE_HighEnergyData_runs_0877-7417_ASCII,GRANDE,Nch,11111,full range,range from
KASCADE_HighEnergyData_runs_0877-7417_ASCII,GRANDE,Nch,"1,000,000,000",full range,range till
KASCADE_HighEnergyData_runs_0877-7417_ASCII,GRANDE,Nmu,1500,full range,range from
KASCADE_HighEnergyData_runs_0877-7417_ASCII,GRANDE,Nmu,"100,000,000",full range,range till
KASCADE_HighEnergyData_runs_0877-7417_ASCII,GRANDE,Age,-0.385,full range,range from
KASCADE_HighEnergyData_runs_0877-7417_ASCII,GRANDE,Age,+1.488,full range,range till
KASCADE_HighEnergyData_runs_0877-7417_ASCII,GENERAL,T,-20 °,full range,range from
KASCADE_HighEnergyData_runs_0877-7417_ASCII,GENERAL,T,+50°,full range,range till
KASCADE_HighEnergyData_runs_0877-7417_ASCII,GENERAL,P,960,full range,range from
KASCADE_HighEnergyData_runs_0877-7417_ASCII,GENERAL,P,1040 hPa,full range,range till
KASCADE_HighEnergyData_runs_0877-7417_ASCII,GENERAL,Gt,"894,638,100",full range,range from
KASCADE_HighEnergyData_runs_0877-7417_ASCII,GENERAL,Gt,"1,358,239,243",full range,range till
KASCADE_HighEnergyData_runs_0877-7417_ASCII,GENERAL,Mt,0,full range,range from
KASCADE_HighEnergyData_runs_0877-7417_ASCII,GENERAL,Mt,"999,999,999",full range,range till
KASCADE_HighEnergyData_runs_0877-7417_ASCII,GENERAL,DateTime,08-05-98,full range,range from
KASCADE_HighEnergyData_runs_0877-7417_ASCII,GENERAL,DateTime,15-01-13,full range,range till
KASCADE_HighEnergyData_runs_0877-7417_ASCII,GENERAL,R,877,full range,range from
KASCADE_HighEnergyData_runs_0877-7417_ASCII,GENERAL,R,7417,full range,range till
KASCADE_HighEnergyData_runs_0877-7417_ASCII,GENERAL,Ev,1,full range,range from
KASCADE_HighEnergyData_runs_0877-7417_ASCII,GENERAL,Ev,"4,100,000",full range,range till
